wall_time,frame,yaw_deg,status,n_filtered,center_count,path_count
1775098264.276,1,-25.46,ok,0,34,64
1775098264.357,2,-25.16,ok,0,45,75
1775098264.443,3,-20.61,ok,0,57,87
1775098264.532,4,-18.64,ok,0,73,103
1775098264.626,5,-25.99,ok,0,53,83
1775098264.724,6,-26.16,ok,0,76,106
1775098264.815,7,-31.82,ok,0,52,82
1775098264.905,8,-25.27,ok,0,57,87
1775098264.997,9,-22.99,ok,0,33,63
1775098265.087,10,-24.42,ok,0,75,105
1775098265.180,11,-22.62,ok,0,81,111
1775098265.275,12,-25.71,ok,0,58,88
1775098265.370,13,-27.02,ok,0,49,79
1775098265.470,14,-28.05,ok,0,59,89
1775098265.553,15,-29.32,ok,0,47,77
1775098265.652,16,-30.39,ok,0,52,82
1775098265.743,17,-28.36,ok,0,57,87
1775098265.840,18,-30.21,ok,0,54,84
1775098265.933,19,-31.50,ok,0,52,82
1775098266.032,20,-26.26,ok,0,79,109
1775098266.127,21,-21.57,ok,0,76,106
1775098266.224,22,-21.81,ok,0,60,90
1775098266.319,23,-31.42,ok,0,41,71
1775098266.403,24,-25.75,ok,0,67,97
1775098266.490,25,-24.09,ok,0,49,79
1775098266.594,26,-22.70,ok,0,59,89
1775098266.686,27,-24.22,ok,0,47,77
1775098266.781,28,-24.04,ok,0,64,94
1775098266.882,29,-30.33,ok,0,51,81
1775098266.988,30,-29.20,ok,0,61,91
1775098267.079,31,-29.25,ok,0,82,112
1775098267.177,32,-26.30,ok,0,74,104
1775098267.273,33,-30.90,ok,0,66,96
1775098267.363,34,-30.35,ok,0,82,112
1775098267.449,35,-29.61,ok,0,56,86
1775098267.534,36,-28.29,ok,0,71,101
1775098267.632,37,-26.18,ok,0,54,84
1775098267.730,38,-23.86,ok,0,51,81
1775098267.829,39,-32.28,ok,0,42,72
1775098267.924,40,-29.79,ok,0,52,82
1775098268.022,41,-28.82,ok,0,54,84
1775098268.103,42,-29.20,ok,0,52,82
1775098268.198,43,-34.80,ok,0,47,77
1775098268.281,44,-38.72,ok,0,78,108
1775098268.373,45,-40.11,ok,0,62,92
1775098268.460,46,-28.89,ok,0,61,91
1775098268.553,47,-30.98,ok,0,67,97
1775098268.647,48,-31.11,ok,0,53,83
1775098268.731,49,-36.14,ok,0,48,78
1775098268.822,50,-39.24,ok,0,65,95
1775098268.919,51,-37.15,ok,0,52,82
1775098269.002,52,-32.07,ok,0,78,108
1775098269.091,53,-32.56,ok,0,52,82
1775098269.181,54,-35.87,ok,0,43,73
1775098269.279,55,-37.29,ok,0,54,84
1775098269.379,56,-41.74,ok,0,43,73
1775098269.472,57,-40.28,ok,0,63,93
1775098269.568,58,-17.70,ok,0,27,57
1775098269.674,59,-22.07,ok,0,76,106
1775098269.768,60,-25.13,ok,0,73,103
1775098269.862,61,-29.29,ok,0,69,99
1775098269.954,62,-7.00,ok,0,31,61
1775098270.057,63,7.13,ok,0,32,62
1775098270.149,64,-10.56,ok,0,62,92
1775098270.243,65,5.64,ok,0,30,60
1775098270.335,66,0.00,channel too narrow,0,0,0
1775098270.438,67,16.98,ok,0,33,63
1775098270.527,68,0.00,"boundary count=1, need 2",0,0,0
1775098270.638,69,24.87,ok,0,31,61
1775098270.747,70,30.35,ok,0,34,64
1775098270.842,71,35.24,ok,0,40,70
1775098270.939,72,39.18,ok,0,40,70
1775098271.048,73,39.15,ok,0,41,71
1775098271.158,74,41.98,ok,0,35,65
1775098271.254,75,40.45,ok,0,41,71
1775098271.365,76,45.38,ok,0,53,83
1775098271.473,77,49.16,ok,0,48,78
1775098271.576,78,49.82,ok,0,43,73
1775098271.677,79,51.06,ok,0,50,80
1775098271.785,80,52.64,ok,0,56,86
1775098271.891,81,53.56,ok,0,48,78
1775098272.005,82,52.76,ok,0,60,90
1775098272.128,83,49.69,ok,0,58,88
1775098272.253,84,50.91,ok,0,49,79
1775098272.371,85,48.32,ok,0,52,82
1775098272.488,86,47.32,ok,0,62,92
1775098272.612,87,47.53,ok,0,58,88
1775098272.744,88,48.20,ok,0,56,86
1775098272.856,89,51.14,ok,0,55,85
1775098272.965,90,50.04,ok,0,60,90
1775098273.083,91,52.60,ok,0,59,89
1775098273.193,92,51.14,ok,0,55,85
1775098273.298,93,51.43,ok,0,49,79
1775098273.401,94,55.82,ok,0,58,88
1775098273.494,95,62.17,ok,0,48,78
1775098273.606,96,68.62,ok,0,56,86
1775098273.717,97,73.13,ok,0,66,96
1775098273.838,98,75.57,ok,0,52,82
1775098273.952,99,73.59,ok,0,50,80
1775098274.068,100,70.54,ok,0,51,81
1775098274.189,101,63.63,ok,0,56,86
1775098274.301,102,59.36,ok,0,51,81
1775098274.408,103,57.19,ok,0,55,85
1775098274.508,104,55.81,ok,0,48,78
1775098274.622,105,53.79,ok,0,61,91
1775098274.725,106,50.41,ok,0,47,77
1775098274.825,107,48.79,ok,0,38,68
1775098274.927,108,48.29,ok,0,49,79
1775098275.043,109,47.94,ok,0,50,80
1775098275.164,110,42.84,ok,0,43,73
1775098275.268,111,37.60,ok,0,55,85
1775098275.375,112,36.88,ok,0,39,69
1775098275.474,113,39.76,ok,0,41,71
1775098275.578,114,40.87,ok,0,33,63
1775098275.681,115,41.64,ok,0,29,59
1775098275.765,116,39.06,ok,0,28,58
1775098275.836,117,10.08,ok,0,54,84
1775098275.921,118,-11.07,ok,0,51,81
1775098276.002,119,-27.39,ok,0,40,70
1775098276.084,120,-36.43,ok,0,57,87
1775098276.181,121,0.00,"boundary count=1, need 2",0,0,0
1775098276.285,122,-42.76,ok,0,65,95
1775098276.387,123,-45.57,ok,0,69,99
1775098276.493,124,-44.98,ok,0,64,94
1775098276.603,125,-45.40,ok,0,57,87
1775098276.700,126,-42.84,ok,0,59,89
1775098276.798,127,-43.89,ok,0,53,83
1775098276.887,128,-40.01,ok,0,57,87
1775098276.984,129,-37.30,ok,0,63,93
1775098277.073,130,-42.34,ok,0,43,73
1775098277.164,131,-33.31,ok,0,57,87
1775098277.263,132,-42.67,ok,0,39,69
1775098277.367,133,-45.50,ok,0,60,90
1775098277.468,134,-48.87,ok,0,60,90
1775098277.568,135,-45.70,ok,0,74,104
1775098277.673,136,-47.12,ok,0,66,96
1775098277.762,137,-49.14,ok,0,71,101
1775098277.858,138,-49.89,ok,0,50,80
1775098277.955,139,-52.37,ok,0,47,77
1775098278.044,140,-50.60,ok,0,49,79
1775098278.133,141,-48.50,ok,0,45,75
1775098278.223,142,-51.87,ok,0,39,69
1775098278.311,143,-52.81,ok,0,43,73
1775098278.398,144,-52.91,ok,0,70,100
1775098278.496,145,-51.32,ok,0,63,93
1775098278.592,146,-48.03,ok,0,68,98
1775098278.684,147,-44.98,ok,0,67,97
1775098278.782,148,-43.33,ok,0,75,105
1775098278.882,149,-51.16,ok,0,44,74
1775098278.984,150,-51.97,ok,0,50,80
1775098279.081,151,-48.22,ok,0,72,102
1775098279.181,152,-46.24,ok,0,55,85
1775098279.266,153,-48.20,ok,0,71,101
