wall_time,frame,yaw_deg,status,n_filtered,center_count,path_count,px4_status_ok,px4_target_speed,px4_command_speed,px4_raw_yaw_deg,px4_target_yaw_deg,px4_command_yaw_deg,px4_absolute_yaw_deg,px4_velocity_x,px4_velocity_y
1775098579.721,76,-25.88,ok,0,37,67,True,0.3000,0.3000,-25.5900,-8.9565,-8.9565,110.0506,-0.1029,0.2818
1775098579.825,77,0.00,"boundary count=1, need 2",0,0,0,True,0.3000,0.3000,-25.8800,-9.0580,-9.0580,110.0966,-0.1031,0.2817
1775098579.896,78,-24.66,ok,0,27,57,False,0.3000,0.3000,0.0000,0.0000,-6.5580,112.7463,-0.1160,0.2767
1775098580.009,79,-27.17,ok,0,40,70,True,0.3000,0.3000,-24.6600,-8.6310,-8.6310,110.7945,-0.1065,0.2805
1775098580.125,80,-28.92,ok,0,44,74,True,0.3000,0.3000,-27.1700,-9.5095,-9.5095,110.0081,-0.1026,0.2819
1775098580.236,81,-30.15,ok,0,43,73,True,0.3000,0.3000,-28.9200,-10.1220,-10.1220,109.4768,-0.1000,0.2828
1775098580.349,82,-19.40,ok,0,27,57,True,0.3000,0.3000,-30.1500,-10.5525,-10.5525,109.1720,-0.0985,0.2834
1775098580.460,83,-7.79,ok,0,26,56,True,0.3000,0.3000,-19.4000,-6.7900,-8.0525,111.7778,-0.1113,0.2786
1775098580.550,84,-14.38,ok,0,31,61,True,0.3000,0.3000,-7.7900,-2.7265,-5.5525,114.4021,-0.1239,0.2732
1775098580.685,85,-9.25,ok,0,24,54,True,0.3000,0.3000,-14.3800,-5.0330,-5.0330,115.0849,-0.1272,0.2717
1775098580.805,86,-5.65,ok,0,24,54,True,0.3000,0.3000,-9.2500,-3.2375,-3.2375,117.1507,-0.1369,0.2669
1775098580.897,87,0.00,"boundary count=1, need 2",0,0,0,True,0.3000,0.3000,-5.6500,-1.9775,-1.9775,118.5470,-0.1434,0.2635
1775098580.969,88,0.00,"boundary count=1, need 2",0,0,0,False,0.3000,0.3000,0.0000,0.0000,-0.7275,119.8522,-0.1493,0.2602
1775098581.051,89,-10.92,ok,0,30,60,False,0.3000,0.3000,0.0000,0.0000,0.0000,120.6802,-0.1531,0.2580
1775098581.167,90,-11.17,ok,0,29,59,True,0.3000,0.3000,-10.9200,-3.8220,-2.5000,118.2689,-0.1421,0.2642
1775098581.274,91,-17.35,ok,0,30,60,True,0.3000,0.3000,-11.1700,-3.9095,-3.9095,116.9532,-0.1360,0.2674
1775098581.385,92,-21.07,ok,0,46,76,True,0.3000,0.3000,-17.3500,-6.0725,-6.0725,114.8884,-0.1263,0.2721
1775098581.493,93,-22.39,ok,0,33,63,True,0.3000,0.3000,-21.0700,-7.3745,-7.3745,113.7284,-0.1207,0.2746
1775098581.607,94,-24.59,ok,0,38,68,True,0.3000,0.3000,-22.3900,-7.8365,-7.8365,113.3496,-0.1189,0.2754
1775098581.712,95,-24.85,ok,0,33,63,True,0.3000,0.3000,-24.5900,-8.6065,-8.6065,112.6691,-0.1156,0.2768
1775098581.818,96,-26.32,ok,0,35,65,True,0.3000,0.3000,-24.8500,-8.6975,-8.6975,112.6700,-0.1156,0.2768
1775098581.924,97,-25.76,ok,0,28,58,True,0.3000,0.3000,-26.3200,-9.2120,-9.2120,112.3130,-0.1139,0.2775
1775098582.025,98,-24.99,ok,0,31,61,True,0.3000,0.3000,-25.7600,-9.0160,-9.0160,112.6655,-0.1156,0.2768
1775098582.123,99,-26.42,ok,0,34,64,True,0.3000,0.3000,-24.9900,-8.7465,-8.7465,113.0778,-0.1176,0.2760
1775098582.218,100,-24.02,ok,0,31,61,True,0.3000,0.3000,-26.4200,-9.2470,-9.2470,112.7033,-0.1158,0.2768
1775098582.317,101,-23.78,ok,0,33,63,True,0.3000,0.3000,-24.0200,-8.4070,-8.4070,113.6459,-0.1203,0.2748
1775098582.418,102,-26.17,ok,0,33,63,True,0.3000,0.3000,-23.7800,-8.3230,-8.3230,113.8175,-0.1211,0.2745
1775098582.519,103,-22.71,ok,0,26,56,True,0.3000,0.3000,-26.1700,-9.1595,-9.1595,113.0527,-0.1175,0.2760
1775098582.620,104,-24.19,ok,0,29,59,True,0.3000,0.3000,-22.7100,-7.9485,-7.9485,114.3062,-0.1235,0.2734
1775098582.726,105,-24.57,ok,0,32,62,True,0.3000,0.3000,-24.1900,-8.4665,-8.4665,113.8148,-0.1211,0.2745
1775098582.823,106,-26.73,ok,0,32,62,True,0.3000,0.3000,-24.5700,-8.5995,-8.5995,113.6773,-0.1205,0.2747
1775098582.928,107,-26.35,ok,0,33,63,True,0.3000,0.3000,-26.7300,-9.3555,-9.3555,112.8856,-0.1167,0.2764
1775098583.028,108,-26.08,ok,0,31,61,True,0.3000,0.3000,-26.3500,-9.2225,-9.2225,112.9871,-0.1172,0.2762
1775098583.128,109,-26.23,ok,0,27,57,True,0.3000,0.3000,-26.0800,-9.1280,-9.1280,113.0723,-0.1176,0.2760
1775098583.229,110,-26.00,ok,0,30,60,True,0.3000,0.3000,-26.2300,-9.1805,-9.1805,113.0184,-0.1173,0.2761
1775098583.336,111,-25.84,ok,0,32,62,True,0.3000,0.3000,-26.0000,-9.1000,-9.1000,113.1018,-0.1177,0.2759
1775098583.466,112,-25.05,ok,0,33,63,True,0.3000,0.3000,-25.8400,-9.0440,-9.0440,113.1813,-0.1181,0.2758
1775098583.585,113,-25.17,ok,0,35,65,True,0.3000,0.3000,-25.0500,-8.7675,-8.7675,113.4673,-0.1195,0.2752
1775098583.699,114,-25.26,ok,0,34,64,True,0.3000,0.3000,-25.1700,-8.8095,-8.8095,113.4137,-0.1192,0.2753
1775098583.815,115,-24.64,ok,0,32,62,True,0.3000,0.3000,-25.2600,-8.8410,-8.8410,113.3362,-0.1188,0.2755
1775098583.929,116,-24.21,ok,0,32,62,True,0.3000,0.3000,-24.6400,-8.6240,-8.6240,113.5033,-0.1196,0.2751
1775098584.038,117,-22.94,ok,0,27,57,True,0.3000,0.3000,-24.2100,-8.4735,-8.4735,113.6070,-0.1201,0.2749
1775098584.154,118,-23.70,ok,0,31,61,True,0.3000,0.3000,-22.9400,-8.0290,-8.0290,113.9739,-0.1219,0.2741
1775098584.267,119,-22.12,ok,0,31,61,True,0.3000,0.3000,-23.7000,-8.2950,-8.2950,113.6615,-0.1204,0.2748
1775098584.367,120,-22.44,ok,0,28,58,True,0.3000,0.3000,-22.1200,-7.7420,-7.7420,114.1650,-0.1228,0.2737
1775098584.464,121,-21.00,ok,0,29,59,True,0.3000,0.3000,-22.4400,-7.8540,-7.8540,114.0055,-0.1220,0.2741
1775098584.568,122,-20.23,ok,0,32,62,True,0.3000,0.3000,-21.0000,-7.3500,-7.3500,114.4669,-0.1243,0.2731
1775098584.679,123,-20.42,ok,0,34,64,True,0.3000,0.3000,-20.2300,-7.0805,-7.0805,114.7105,-0.1254,0.2725
1775098584.797,124,-20.83,ok,0,35,65,True,0.3000,0.3000,-20.4200,-7.1470,-7.1470,114.5915,-0.1248,0.2728
1775098584.916,125,-19.59,ok,0,35,65,True,0.3000,0.3000,-20.8300,-7.2905,-7.2905,114.3986,-0.1239,0.2732
1775098585.035,126,-18.73,ok,0,35,65,True,0.3000,0.3000,-19.5900,-6.8565,-6.8565,114.7813,-0.1257,0.2724
1775098585.154,127,-18.12,ok,0,34,64,True,0.3000,0.3000,-18.7300,-6.5555,-6.5555,115.0179,-0.1269,0.2719
1775098585.270,128,-17.94,ok,0,36,66,True,0.3000,0.3000,-18.1200,-6.3420,-6.3420,115.1927,-0.1277,0.2715
1775098585.379,129,-16.12,ok,0,37,67,True,0.3000,0.3000,-17.9400,-6.2790,-6.2790,115.2365,-0.1279,0.2714
1775098585.498,130,-10.38,ok,0,40,70,True,0.3000,0.3000,-16.1200,-5.6420,-5.6420,115.9232,-0.1311,0.2698
1775098585.622,131,-5.47,ok,0,41,71,True,0.3000,0.3000,-10.3800,-3.6330,-3.6330,117.9949,-0.1408,0.2649
1775098585.718,132,-8.25,ok,0,35,65,True,0.3000,0.3000,-5.4700,-1.9145,-1.9145,119.7842,-0.1490,0.2604
1775098585.842,133,-9.34,ok,0,36,66,True,0.3000,0.3000,-8.2500,-2.8875,-2.8875,118.8852,-0.1449,0.2627
1775098585.971,134,-9.23,ok,0,36,66,True,0.3000,0.3000,-9.3400,-3.2690,-3.2690,118.5433,-0.1433,0.2635
1775098586.107,135,-7.42,ok,0,42,72,True,0.3000,0.3000,-9.2300,-3.2305,-3.2305,118.6314,-0.1438,0.2633
1775098586.205,136,-5.19,ok,0,45,75,True,0.3000,0.3000,-7.4200,-2.5970,-2.5970,119.3470,-0.1470,0.2615
1775098586.316,137,-6.64,ok,0,46,76,True,0.3000,0.3000,-5.1900,-1.8165,-1.8165,120.2707,-0.1512,0.2591
1775098586.420,138,-6.66,ok,0,46,76,True,0.3000,0.3000,-6.6400,-2.3240,-2.3240,119.9370,-0.1497,0.2600
1775098586.516,139,-6.67,ok,0,47,77,True,0.3000,0.3000,-6.6600,-2.3310,-2.3310,120.1467,-0.1507,0.2594
1775098586.610,140,-6.68,ok,0,47,77,True,0.3000,0.3000,-6.6700,-2.3345,-2.3345,120.3590,-0.1516,0.2589
1775098586.721,141,-4.68,ok,0,47,77,True,0.3000,0.3000,-6.6800,-2.3380,-2.3380,120.5480,-0.1525,0.2584
1775098586.828,142,-7.25,ok,0,46,76,True,0.3000,0.3000,-4.6800,-1.6380,-1.6380,121.4179,-0.1564,0.2560
1775098586.926,143,-7.21,ok,0,48,78,True,0.3000,0.3000,-7.2500,-2.5375,-2.5375,120.6575,-0.1530,0.2581
1775098587.020,144,-5.05,ok,0,49,79,True,0.3000,0.3000,-7.2100,-2.5235,-2.5235,120.8048,-0.1536,0.2577
1775098587.116,145,-3.53,ok,0,49,79,True,0.3000,0.3000,-5.0500,-1.7675,-1.7675,121.6996,-0.1576,0.2552
1775098587.210,146,-4.61,ok,0,49,79,True,0.3000,0.3000,-3.5300,-1.2355,-1.2355,122.3780,-0.1607,0.2534
1775098587.310,147,-5.37,ok,0,49,79,True,0.3000,0.3000,-4.6100,-1.6135,-1.6135,122.1621,-0.1597,0.2540
1775098587.410,148,-3.76,ok,0,49,79,True,0.3000,0.3000,-5.3700,-1.8795,-1.8795,122.0601,-0.1592,0.2542
1775098587.510,149,-2.63,ok,0,49,79,True,0.3000,0.3000,-3.7600,-1.3160,-1.3160,122.7819,-0.1624,0.2522
1775098587.618,150,-1.84,ok,0,50,80,True,0.3000,0.3000,-2.6300,-0.9205,-0.9205,123.3168,-0.1648,0.2507
1775098587.718,151,-3.43,ok,0,49,79,True,0.3000,0.3000,-1.8400,-0.6440,-0.6440,123.7321,-0.1666,0.2495
1775098587.812,152,-4.54,ok,0,49,79,True,0.3000,0.3000,-3.4300,-1.2005,-1.2005,123.2986,-0.1647,0.2507
1775098587.917,153,-7.39,ok,0,48,78,True,0.3000,0.3000,-4.5400,-1.5890,-1.5890,123.0119,-0.1634,0.2516
1775098588.026,154,-9.38,ok,0,48,78,True,0.3000,0.3000,-7.3900,-2.5865,-2.5865,122.1150,-0.1595,0.2541
1775098588.165,155,-13.66,ok,0,48,78,True,0.3000,0.3000,-9.3800,-3.2830,-3.2830,121.5649,-0.1570,0.2556
1775098588.307,156,-16.65,ok,0,48,78,True,0.3000,0.3000,-13.6600,-4.7810,-4.7810,120.2056,-0.1509,0.2593
1775098588.439,157,-16.86,ok,0,49,79,True,0.3000,0.3000,-16.6500,-5.8275,-5.8275,119.2980,-0.1468,0.2616
1775098588.564,158,-13.94,ok,0,50,80,True,0.3000,0.3000,-16.8600,-5.9010,-5.9010,119.4213,-0.1474,0.2613
1775098588.682,159,-9.76,ok,0,52,82,True,0.3000,0.3000,-13.9400,-4.8790,-4.8790,120.5846,-0.1526,0.2583
1775098588.813,160,-8.97,ok,0,52,82,True,0.3000,0.3000,-9.7600,-3.4160,-3.4160,122.2265,-0.1600,0.2538
1775098588.948,161,-11.48,ok,0,51,81,True,0.3000,0.3000,-8.9700,-3.1395,-3.1395,122.6822,-0.1620,0.2525
1775098589.069,162,-13.24,ok,0,51,81,True,0.3000,0.3000,-11.4800,-4.0180,-4.0180,121.8872,-0.1585,0.2547
1775098589.189,163,-17.24,ok,0,50,80,True,0.3000,0.3000,-13.2400,-4.6340,-4.6340,121.3368,-0.1560,0.2562
1775098589.321,164,-17.27,ok,0,52,82,True,0.3000,0.3000,-17.2400,-6.0340,-6.0340,120.0416,-0.1502,0.2597
1775098589.459,165,-17.30,ok,0,52,82,True,0.3000,0.3000,-17.2700,-6.0445,-6.0445,120.1320,-0.1506,0.2595
1775098589.589,166,-20.08,ok,0,51,81,True,0.3000,0.3000,-17.3000,-6.0550,-6.0550,120.2097,-0.1509,0.2593
1775098589.721,167,-17.24,ok,0,52,82,True,0.3000,0.3000,-20.0800,-7.0280,-7.0280,119.4045,-0.1473,0.2614
1775098589.845,168,-12.07,ok,0,53,83,True,0.3000,0.3000,-17.2400,-6.0340,-6.0340,120.5653,-0.1526,0.2583
1775098589.965,169,-8.45,ok,0,52,82,True,0.3000,0.3000,-12.0700,-4.2245,-4.2245,122.4942,-0.1612,0.2530
1775098590.084,170,-5.91,ok,0,51,81,True,0.3000,0.3000,-8.4500,-2.9575,-2.9575,123.8559,-0.1671,0.2491
1775098590.178,171,-6.28,ok,0,51,81,True,0.3000,0.3000,-5.9100,-2.0685,-2.0685,124.8384,-0.1714,0.2462
1775098590.273,172,-9.60,ok,0,51,81,True,0.3000,0.3000,-6.2800,-2.1980,-2.1980,124.7790,-0.1711,0.2464
1775098590.409,173,-14.69,ok,0,50,80,True,0.3000,0.3000,-9.6000,-3.3600,-3.3600,123.7314,-0.1666,0.2495
1775098590.529,174,-15.49,ok,0,53,83,True,0.3000,0.3000,-14.6900,-5.1415,-5.1415,122.0301,-0.1591,0.2543
1775098590.638,175,-16.05,ok,0,54,84,True,0.3000,0.3000,-15.4900,-5.4215,-5.4215,121.8347,-0.1582,0.2549
1775098590.745,176,-14.42,ok,0,56,86,True,0.3000,0.3000,-16.0500,-5.6175,-5.6175,121.7757,-0.1580,0.2550
1775098590.851,177,-15.62,ok,0,55,85,True,0.3000,0.3000,-14.4200,-5.0470,-5.0470,122.4175,-0.1608,0.2532
1775098590.970,178,-17.48,ok,0,55,85,True,0.3000,0.3000,-15.6200,-5.4670,-5.4670,122.0491,-0.1592,0.2543
1775098591.099,179,-18.77,ok,0,55,85,True,0.3000,0.3000,-17.4800,-6.1180,-6.1180,121.4446,-0.1565,0.2559
1775098591.215,180,-19.68,ok,0,54,84,True,0.3000,0.3000,-18.7700,-6.5695,-6.5695,120.9902,-0.1545,0.2572
1775098591.328,181,-20.32,ok,0,55,85,True,0.3000,0.3000,-19.6800,-6.8880,-6.8880,120.6581,-0.1530,0.2581
1775098591.437,182,-20.76,ok,0,54,84,True,0.3000,0.3000,-20.3200,-7.1120,-7.1120,120.3953,-0.1518,0.2588
1775098591.546,183,-17.72,ok,0,55,85,True,0.3000,0.3000,-20.7600,-7.2660,-7.2660,120.1719,-0.1508,0.2594
1775098591.678,184,-18.57,ok,0,53,83,True,0.3000,0.3000,-17.7200,-6.2020,-6.2020,121.1853,-0.1553,0.2566
1775098591.818,185,-18.21,ok,0,54,84,True,0.3000,0.3000,-18.5700,-6.4995,-6.4995,120.8560,-0.1539,0.2575
1775098591.954,186,-18.91,ok,0,54,84,True,0.3000,0.3000,-18.2100,-6.3735,-6.3735,121.0058,-0.1545,0.2571
1775098592.078,187,-19.40,ok,0,53,83,True,0.3000,0.3000,-18.9100,-6.6185,-6.6185,120.7946,-0.1536,0.2577
1775098592.186,188,-20.12,ok,0,54,84,True,0.3000,0.3000,-19.4000,-6.7900,-6.7900,120.6496,-0.1529,0.2581
1775098592.297,189,-20.63,ok,0,55,85,True,0.3000,0.3000,-20.1200,-7.0420,-7.0420,120.4282,-0.1519,0.2587
1775098592.412,190,-20.98,ok,0,57,87,True,0.3000,0.3000,-20.6300,-7.2205,-7.2205,120.2436,-0.1511,0.2592
1775098592.524,191,-18.08,ok,0,62,92,True,0.3000,0.3000,-20.9800,-7.3430,-7.3430,120.0980,-0.1504,0.2596
1775098592.627,192,-17.13,ok,0,63,93,True,0.3000,0.3000,-18.0800,-6.3280,-6.3280,121.0726,-0.1548,0.2570
1775098592.737,193,-11.99,ok,0,76,106,True,0.3000,0.3000,-17.1300,-5.9955,-5.9955,121.3400,-0.1560,0.2562
1775098592.862,194,-17.32,ok,0,61,91,True,0.3000,0.3000,-11.9900,-4.1965,-4.1965,122.9952,-0.1634,0.2516
1775098592.983,195,-16.60,ok,0,64,94,True,0.3000,0.3000,-17.3200,-6.0620,-6.0620,120.9873,-0.1545,0.2572
1775098593.115,196,-11.62,ok,0,68,98,True,0.3000,0.3000,-16.6000,-5.8100,-5.8100,120.9459,-0.1543,0.2573
1775098593.252,197,-12.61,ok,0,63,93,True,0.3000,0.3000,-11.6200,-4.0670,-4.0670,122.3764,-0.1606,0.2534
1775098593.388,198,-13.31,ok,0,62,92,True,0.3000,0.3000,-12.6100,-4.4135,-4.4135,121.8451,-0.1583,0.2548
1775098593.519,199,-16.82,ok,0,59,89,True,0.3000,0.3000,-13.3100,-4.6585,-4.6585,121.3923,-0.1563,0.2561
1775098593.659,200,-18.32,ok,0,57,87,True,0.3000,0.3000,-16.8200,-5.8870,-5.8870,119.9960,-0.1500,0.2598
